date,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max
2025-12-13 05:00:00+00:00,24.178999,16.928999,0.0,6.489992
2025-12-14 05:00:00+00:00,24.328999,16.279,0.90000004,5.506941
2025-12-15 05:00:00+00:00,23.828999,15.729,8.9,5.1544156
2025-12-16 05:00:00+00:00,23.779,16.428999,8.8,5.4477882
2025-12-17 05:00:00+00:00,23.129,17.129,15.0,5.154415
2025-12-18 05:00:00+00:00,23.328999,16.479,4.6000004,5.506941
2025-12-19 05:00:00+00:00,23.779,16.829,2.4,6.4096174
