date,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max
2025-12-13 05:00:00+00:00,23.003,16.753,0.0,16.323528
2025-12-14 05:00:00+00:00,22.103,16.903,0.0,15.03835
2025-12-15 05:00:00+00:00,22.453001,16.653,0.0,14.773164
2025-12-16 05:00:00+00:00,22.003,16.903,1.8,12.7279215
2025-12-17 05:00:00+00:00,22.103,16.453001,3.4,13.493999
2025-12-18 05:00:00+00:00,21.603,16.553001,2.3000002,12.538134
2025-12-19 05:00:00+00:00,19.453001,16.703001,1.5000001,9.449572
